plant_index,term_raw,term_light
867,digestive,digestive
867,carminative and diuretic.,carminative and diuretic
868,Antiscorbutic,antiscorbutic
868,stomachic and anthelmintic.,stomachic and anthelmintic
869,Laxative,laxative
869,diuretic,diuretic
869,appetizer,appetizer
869,diuretic,diuretic
869,expectorant,expectorant
869,inflammations,inflammations
869,boils,boils
869,ringworms,ringworms
869,scabies,scabies
869,leucoderma,leucoderma
869,piles,piles
869,bronchitis and jaundice,bronchitis and jaundice
869,diaphoretic,diaphoretic
869,rheumatism,rheumatism
869,laxative and toinc,laxative and toinc
869,measles.,measles
870,Tonic,tonic
870,aphrodisiac,aphrodisiac
870,laxative and hemicrania.,laxative and hemicrania
871,Purgative and antiparasitic,purgative and antiparasitic
871,ringworm,ringworm
871,tonic,tonic
871,herpes,herpes
871,insect bites,insect bites
871,eczema,eczema
871,expectorant,expectorant
871,bronchitis and eczema.,bronchitis and eczema
872,Laxative,laxative
872,antiperiodic,antiperiodic
872,ulcers,ulcers
872,inflammation,inflammation
872,rheumatism,rheumatism
872,ringworms,ringworms
872,laxative,laxative
872,gout,gout
872,rheumatism,rheumatism
872,ringworm,ringworm
872,jaundice and diabetes.,jaundice and diabetes
873,Anthelmintic,anthelmintic
873,laxative,laxative
873,antipyretic,antipyretic
873,bronchitis,bronchitis
873,asthma,asthma
873,leprosy,leprosy
873,piles,piles
873,and eczema.,and eczema
874,Alexiteric,alexiteric
874,antiperiodic,antiperiodic
874,cough,cough
874,hiccup,hiccup
874,asthma,asthma
874,fever,fever
874,worms,worms
874,purgative,purgative
874,ringworm,ringworm
874,fevers,fevers
874,neuralgia and dropsy.,neuralgia and dropsy
875,Ringworm,ringworm
875,asthma,asthma
875,bronchitis,bronchitis
875,hiccup,hiccup
875,gonorrhea,gonorrhea
875,sores,sores
875,diabetes,diabetes
875,ringworm,ringworm
875,pityriasis and psoriasis.,pityriasis and psoriasis
876,Alterative,alterative
876,tonic astringent,tonic astringent
876,aphrodisiac and diuretic,aphrodisiac and diuretic
876,urethritis,urethritis
876,dysentery,dysentery
876,dropsy,dropsy
876,anasarca,anasarca
876,skin diseases,skin diseases
876,seborrhoea,seborrhoea
876,congestion,congestion
876,rheumatism and waist pain.,rheumatism and waist pain
877,Colic,colic
877,diarrhea,diarrhea
877,dysentery,dysentery
877,nervous disorder,nervous disorder
877,cough,cough
877,ulcers,ulcers
877,stomachache and constipation,stomachache and constipation
878,Diabetes,diabetes
878,menorrhagia,menorrhagia
878,tonic,tonic
878,stomachic,stomachic
878,leukemia and Hodgkin’s disease,leukemia and hodgkin’s disease
879,astringent.,astringent
880,Abdominal pains and sores.,abdominal pains and sores
881,Diuretic,diuretic
881,astringent,astringent
881,febrifuge and emetic.,febrifuge and emetic
882,Appetizer,appetizer
882,laxative,laxative
882,emetic,emetic
882,aphrodisiac,aphrodisiac
882,expectorant,expectorant
882,brain,brain
882,liver,liver
882,paralysis,paralysis
882,rheumatism,rheumatism
882,gout,gout
882,leprosy,leprosy
882,scabies and ulcers,scabies and ulcers
883,Antipyretic,antipyretic
883,liver,liver
883,inflammations,inflammations
883,blood diseases,blood diseases
883,mouth sores,mouth sores
883,eye diseases and diarrhoea.,eye diseases and diarrhoea
884,Cooling,cooling
884,alexiteric,alexiteric
884,dysentery,dysentery
884,strangury. diarrhoea,strangury. diarrhoea
884,menstrual discharges,menstrual discharges
884,cough,cough
884,diarrhoea,diarrhoea
884,dysentery and seminal diseases,dysentery and seminal diseases
885,Mumps,mumps
888,Cough,cough
888,whooping cough,whooping cough
888,rheumatic pains,rheumatic pains
889,Allergy,allergy
889,fever,fever
889,painful micturation,painful micturation
889,rheumatism,rheumatism
889,urticaria,urticaria
890,Diarrhoea,diarrhoea
890,dysentery,dysentery
890,anklitis,anklitis
890,asthma,asthma
890,bleeding,bleeding
890,boils,boils
890,bone fracture,bone fracture
890,cancerous tumor,cancerous tumor
890,carbuncle,carbuncle
890,cirorhosis,cirorhosis
890,epilepsy,epilepsy
890,evil spell,evil spell
890,gastric tumor,gastric tumor
890,general weakness,general weakness
890,worm,worm
890,jaundice,jaundice
890,leucorrhoea,leucorrhoea
890,lipoma,lipoma
890,liver disease,liver disease
890,osteoarthritis,osteoarthritis
890,paralysis,paralysis
890,pyerrhoea,pyerrhoea
891,the plant  is used in bilious affection,the plant is used in bilious affection
891,urethritis,urethritis
891,chronic dysentery,chronic dysentery
891,dropsy,dropsy
891,anasarca,anasarca
891,skin diseases,skin diseases
891,seborrhoea,seborrhoea
891,congestion,congestion
891,rheumatism,rheumatism
891,waist pain,waist pain
892,the plant is used in the treatment of boils,the plant is used in the treatment of boils
892,epilepsy,epilepsy
892,gout,gout
892,hysteria,hysteria
892,mental disorder,mental disorder
892,otitis,otitis
892,rheumatism,rheumatism
892,tuberculosis,tuberculosis
893,DIARRHOEA.,diarrhoea
894,NAUSEA.,nausea
895,OEDEMA,oedema
896,OSTEOARTHRITIS,osteoarthritis
896,RHEUMATISM,rheumatism
896,VERTIGO.,vertigo
897,Alterative,alterative
897,astringent,astringent
897,tonic,tonic
897,diuretic,diuretic
897,laxative,laxative
897,digestive,digestive
897,antipyretic,antipyretic
897,dysentery,dysentery
897,leucoderma,leucoderma
897,urinary discharges,urinary discharges
897,bronchitis,bronchitis
897,inflammations,inflammations
897,fevers,fevers
897,ulcerations,ulcerations
897,eczema,eczema
897,leprosy.,leprosy
898,Purgative and vomiting.4,purgative and vomiting.4
899,Astringent,astringent
899,haemorrhage and ulcers.,haemorrhage and ulcers
900,witchcraft and swollen limbs.,witchcraft and swollen limbs
901,Laxative,laxative
901,diuretic,diuretic
901,piles,piles
901,dysentery,dysentery
901,anoerexia and hiccup.,anoerexia and hiccup
902,Stomachic,stomachic
902,carminative,carminative
902,diaphoretic,diaphoretic
902,anthelmintic,anthelmintic
902,emmenagogue,emmenagogue
902,cholera,cholera
902,ulcers,ulcers
902,pyemia,pyemia
902,gastralgia and nervous affections.,gastralgia and nervous affections
903,Skeletal fractures,skeletal fractures
903,astringent and,astringent and
904,Refrigerant,refrigerant
904,fevers,fevers
904,dysmenorrhoea,dysmenorrhoea
904,gonorrhea,gonorrhea
905,stomachic and cardiotonic.,stomachic and cardiotonic
906,Stimulant,stimulant
906,carminative,carminative
906,diuretic,diuretic
906,colic,colic
906,diarrhoea,diarrhoea
906,dyspepsia,dyspepsia
906,anoerexia,anoerexia
906,skin diseases,skin diseases
906,teeth,teeth
906,sore throat,sore throat
906,piles,piles
906,heart troubles,heart troubles
906,inflammation and sore eyes,inflammation and sore eyes
906,cough and colds,cough and colds
906,diabetes and gonorrhoea.,diabetes and gonorrhoea
907,Astringent,astringent
907,stimulant,stimulant
907,carminative,carminative
907,anthelmintic,anthelmintic
907,expectorant,expectorant
907,aphrodisiac,aphrodisiac
907,bronchitis,bronchitis
907,hiccup,hiccup
907,piles,piles
907,diarrhoea and heart trouble.,diarrhoea and heart trouble
908,Abdominal pain,abdominal pain
908,allergy,allergy
908,asthma,asthma
908,boils,boils
908,bronchitis,bronchitis
908,cirorhosis,cirorhosis
908,dyspepsia,dyspepsia
908,gastric tumor,gastric tumor
908,gout,gout
908,hook worm infestation,hook worm infestation
908,nasal polyps,nasal polyps
908,syphilis,syphilis
908,vessel injury,vessel injury
909,Digestion weakness,digestion weakness
909,sexual weakness,sexual weakness
909,kidney pains,kidney pains
910,Jaundice,jaundice
910,liver weakness,liver weakness
911,Tonic,tonic
911,astringent,astringent
911,deobstruent,deobstruent
911,aphrodisiac,aphrodisiac
911,dysmenorrhoea,dysmenorrhoea
911,restrain seminal gleet,restrain seminal gleet
911,rheumatism,rheumatism
912,Poisonous,poisonous
912,tonic,tonic
912,stomachic,stomachic
912,kidney troubles,kidney troubles
912,vesicant,vesicant
912,blisters,blisters
912,sciatica,sciatica
912,rheumatism,rheumatism
912,dysuria,dysuria
912,asthma,asthma
912,pneumonia,pneumonia
912,stitch,stitch
913,Fever,fever
913,headache,headache
913,stomach pain,stomach pain
913,itch,itch
913,allergy,allergy
913,asthma,asthma
913,epilepsy,epilepsy
913,gastric ulcer,gastric ulcer
913,lipoma,lipoma
913,stomachache,stomachache
913,tetanus,tetanus
913,throat sore,throat sore
914,Constipation,constipation
914,oxytocie,oxytocie
914,skin diseases,skin diseases
915,Duodenal ulcer,duodenal ulcer
