plant_index,term_raw,term_light
425,diarrhea,diarrhea
425,dysentery and pain.,dysentery and pain
426,Diarrhoea.,diarrhoea
427,Demulcent,demulcent
427,diarrhea,diarrhea
427,dysentery,dysentery
427,rheumatism,rheumatism
427,antispasmodic,antispasmodic
427,emollient,emollient
427,colic,colic
427,impotence,impotence
427,Diarrhoea and dysentery.,diarrhoea and dysentery
428,Tonic,tonic
428,anodyne,anodyne
428,neuralgic disorders and orchitis.,neuralgic disorders and orchitis
429,Tonic,tonic
429,diuretic,diuretic
429,aphrodisiac,aphrodisiac
429,demulcent,demulcent
429,ulcers,ulcers
429,leprosy,leprosy
429,cough,cough
429,kidney troubles,kidney troubles
429,gouty,gouty
429,rheumatic swellings,rheumatic swellings
429,colds,colds
429,gonorrhea and pain.,gonorrhea and pain
430,Bronchitis and skin disease.,bronchitis and skin disease
431,Antiseptic,antiseptic
431,elephantiasis,elephantiasis
431,fevers and  dysentery.,fevers and dysentery
432,Headache,headache
432,colds,colds
432,scabies,scabies
432,skin diseases and ulcers.,skin diseases and ulcers
433,Vermifuge,vermifuge
433,febrifuge,febrifuge
433,headaches,headaches
433,cough,cough
433,scabies,scabies
433,cold,cold
433,sores and wounds.,sores and wounds
434,Stimulant,stimulant
434,diaphoretic,diaphoretic
434,scabies,scabies
434,eczema,eczema
434,aperient,aperient
434,diaphoretic,diaphoretic
434,emmenagogue,emmenagogue
434,insecticide,insecticide
434,expectorant,expectorant
434,administered,administered
434,cough and colds.,cough and colds
435,Insecticide,insecticide
435,rheumatism,rheumatism
435,psoriasis and skin disease.,psoriasis and skin disease
436,Tonic,tonic
436,alterative,alterative
436,vulnerary,vulnerary
436,febrifuge,febrifuge
436,constructive and aphrodisiac.,constructive and aphrodisiac
437,Diuretic,diuretic
437,tonic,tonic
437,laxative,laxative
437,astringent,astringent
437,bowels,bowels
437,ulcers,ulcers
437,styptic and astringent.,styptic and astringent
438,Aastringent,aastringent
438,alexipharmic and guineaworm.,alexipharmic and guineaworm
439,Bubo and boils.,bubo and boils
440,Guineaworm and wounds.,guineaworm and wounds
441,Astringent,astringent
441,anthelmintic,anthelmintic
441,vulnerary,vulnerary
441,antipyretic,antipyretic
441,alexiteric,alexiteric
441,bronchitis,bronchitis
441,skin disease,skin disease
441,dyspepsia,dyspepsia
441,fever,fever
441,leprosy,leprosy
441,itching and ulcers.,itching and ulcers
442,Emmenagogue,emmenagogue
442,jaundice,jaundice
442,spleen,spleen
442,calculous affections,calculous affections
442,skin diseases,skin diseases
442,leprosy,leprosy
442,burns,burns
442,scalds,scalds
442,emetic,emetic
442,expectorant,expectorant
442,diuretic,diuretic
442,vulnerary,vulnerary
442,jaundice,jaundice
442,headache,headache
442,eczema,eczema
442,leprosy,leprosy
442,dandruff,dandruff
442,bruises,bruises
442,sprains,sprains
442,spermatorrhoea,spermatorrhoea
442,astringent,astringent
442,refrigerant,refrigerant
442,vulnerary,vulnerary
442,sop,sop
443,Lactagogue,lactagogue
443,tonic,tonic
443,diuretic,diuretic
443,aperient,aperient
443,rheumatic and soporific.,rheumatic and soporific
444,Lactagogue.,lactagogue
445,Colic and rheumatism.,colic and rheumatism
446,Scabies and fever.,scabies and fever
447,Vulnerary,vulnerary
447,diaphoretic,diaphoretic
447,carminative,carminative
447,antispasmodic,antispasmodic
447,tetanus,tetanus
447,rheumatism,rheumatism
447,malaria,malaria
447,viscera and measles.,viscera and measles
448,Astringent,astringent
448,stomachic,stomachic
448,impetigenous eruptions,impetigenous eruptions
448,ulcers,ulcers
448,sprains,sprains
448,heart diseases,heart diseases
448,dysentery,dysentery
448,mouth sores,mouth sores
448,toothache and pains.,toothache and pains
449,Hypoglycaemic,hypoglycaemic
449,narcotic,narcotic
449,purgative,purgative
449,astringent,astringent
449,stimulant and febrifuge.,stimulant and febrifuge
450,Hydragogue,hydragogue
450,purgative,purgative
450,stimulant,stimulant
450,febrifuge,febrifuge
450,astringent and gargle.,astringent and gargle
451,Laxative,laxative
451,cooling,cooling
451,emetic,emetic
451,purgative,purgative
451,diuretic,diuretic
451,antibilious,antibilious
451,pain,pain
451,cough.piles,cough.piles
451,cholera,cholera
451,nutritive,nutritive
451,diuretic.,diuretic
451,cooling,cooling
451,headache and jaundice.,headache and jaundice
452,Laxative,laxative
452,diuretic,diuretic
452,galactagogue,galactagogue
452,febrifuge,febrifuge
452,stomachic,stomachic
452,tonic,tonic
452,antispasmodic,antispasmodic
452,aphrodisiac,aphrodisiac
452,inflammations,inflammations
452,emmenagogue,emmenagogue
452,alexipharmac,alexipharmac
452,colicand and ringworms.,colicand and ringworms
453,Diuretic,diuretic
453,antilithic,antilithic
453,insecticidal,insecticidal
453,wounds,wounds
453,boils,boils
453,bronchial affections,bronchial affections
453,kidney stones,kidney stones
453,blood dysentery,blood dysentery
453,gout,gout
453,jaundice and cough.,jaundice and cough
454,Wounds,wounds
454,stomachic,stomachic
454,aphrodisiac,aphrodisiac
454,gastric,gastric
454,mumps and scabies.,mumps and scabies
455,Goiter,goiter
455,dysentery,dysentery
455,insect bite and diarrhea.,insect bite and diarrhea
456,Stimulant,stimulant
456,expectorant,expectorant
456,diuretic,diuretic
456,carminative,carminative
456,coughs,coughs
456,asthma,asthma
456,swellings,swellings
456,rheumatism and fevers.,rheumatism and fevers
457,Diuretic,diuretic
457,stomachic,stomachic
457,expectorant,expectorant
457,anthelmintic,anthelmintic
457,diaphoretic,diaphoretic
457,aperient,aperient
457,indigestion,indigestion
457,biliousness,biliousness
457,fever,fever
457,vomiting,vomiting
457,and ophthalmia.,and ophthalmia
458,Febrifuge,febrifuge
458,emetic,emetic
458,rheumatic,rheumatic
458,pain,pain
458,eczema,eczema
458,cephalalgia,cephalalgia
458,hemiplegia,hemiplegia
458,paralysis,paralysis
458,diaphoretic,diaphoretic
458,leucorrhoea,leucorrhoea
458,dysentery and jaundice.,dysentery and jaundice
459,Emmenagogue,emmenagogue
459,purgative,purgative
459,boils,boils
459,carbuncles,carbuncles
459,eczema itches,eczema itches
459,dysentery,dysentery
459,purgative,purgative
459,emetic,emetic
459,skin diseases,skin diseases
459,rheumatism and paralytic affections,rheumatism and paralytic affections
460,Purgative,purgative
460,rheumatism,rheumatism
460,herpes,herpes
460,pruritus,pruritus
460,ulcers,ulcers
460,scabies,scabies
460,eczema,eczema
460,ringworm,ringworm
460,toothache,toothache
460,fever,fever
460,antidiarrhoeal,antidiarrhoeal
460,cough,cough
460,emetic and purgative.,emetic and purgative
461,Ringworm and eye diseases.,ringworm and eye diseases
462,Insanity,insanity
462,emmenagogue,emmenagogue
462,ulcers,ulcers
462,indolent,indolent
462,brest tumour and menstrual disorders.,brest tumour and menstrual disorders
463,Ringworm and herpes.,ringworm and herpes
464,Diarrhoea and dysentery.,diarrhoea and dysentery
465,Fevers,fevers
466,stomachic,stomachic
466,hiccup,hiccup
466,fever,fever
466,gonorrhoea,gonorrhoea
466,diarrhoea and dysentery,diarrhoea and dysentery
466,leucorrhoea,leucorrhoea
466,dysmenorrhoea,dysmenorrhoea
466,haemoptysis and catarrhal bronchitis.,haemoptysis and catarrhal bronchitis
467,Anaemia and whooping cough.,anaemia and whooping cough
468,Bodyache.,bodyache
469,Cooling,cooling
469,purgative,purgative
469,cancer,cancer
469,pain,pain
469,piles and carbuncles.,piles and carbuncles
470,Purgative,purgative
470,bolis,bolis
470,carbuncles and dog-bites.,carbuncles and dog-bites
471,Cooling,cooling
471,stomachic,stomachic
471,laxative,laxative
471,bowels,bowels
471,blenorrhagia,blenorrhagia
471,piles,piles
471,diarrhea,diarrhea
471,rheumatism,rheumatism
471,whitlow and colic.,whitlow and colic
472,Toasted and aphthous affection.,toasted and aphthous affection
473,Cooling,cooling
473,alterative,alterative
473,tonic,tonic
473,aphrodisiac,aphrodisiac
473,ulcers,ulcers
473,deobstruent,deobstruent
473,diuretic and arsenic.,diuretic and arsenic
474,Sexual disabilities.,sexual disabilities
475,Antidiabetic,antidiabetic
475,fever,fever
475,skin diseases,skin diseases
475,aphrodisiac,aphrodisiac
475,laxative,laxative
475,strangury and diarrhea.,strangury and diarrhea
476,Anthelmintic,anthelmintic
476,carminative,carminative
476,leucoderma,leucoderma
476,leprosy,leprosy
476,fever,fever
476,jaundice,jaundice
476,biliousness,biliousness
476,bronchitis,bronchitis
476,liver disease,liver disease
476,cooling,cooling
476,ringworm and diarrhea.,ringworm and diarrhea
477,Purgative,purgative
477,filariasis,filariasis
477,constipation,constipation
477,boils and wounds.,boils and wounds
478,Bronchitis,bronchitis
478,asthma,asthma
478,lumbago,lumbago
478,spleen,spleen
478,piles,piles
478,leucoderma,leucoderma
478,epilepsy,epilepsy
478,nervous disorders,nervous disorders
478,hydrophobia,hydrophobia
478,laxative,laxative
478,expectorant,expectorant
478,alexipharmic,alexipharmic
478,anthelmintic,anthelmintic
478,heart diseases,heart diseases
478,insanity,insanity
478,fever,fever
478,leucoderma,leucoderma
478,enlarged spleen,enlarged spleen
478,hepatitis and cephalalgia.,hepatitis and cephalalgia
479,Diuretic,diuretic
479,tonic,tonic
479,astringent,astringent
479,antivirus and fever.,antivirus and fever
480,Emetic,emetic
480,cathartic,cathartic
480,diuretic,diuretic
480,pains,pains
480,cooling,cooling
480,tonic,tonic
480,lumbago,lumbago
480,inter-costal neuralgia,inter-costal neuralgia
480,burns and scalds.,burns and scalds
481,Sarsaparilla,sarsaparilla
481,cooling,cooling
481,demulcent,demulcent
481,alterative,alterative
481,tonic,tonic
481,diaphoretic,diaphoretic
481,diuretic,diuretic
481,fever,fever
481,dyspepsia,dyspepsia
481,skin troubles,skin troubles
481,diabetes,diabetes
481,scabies and pain.,scabies and pain
482,Stimulant,stimulant
482,carminative,carminative
482,sudorific,sudorific
482,lactagogue,lactagogue
482,catarrhal,catarrhal
482,uterus,uterus
482,cutaneous,cutaneous
482,cancer,cancer
482,tumour,tumour
482,antispasmodic,antispasmodic
482,antirheumatic,antirheumatic
482,colic,colic
482,stomachaches,stomachaches
482,fever and piles.,fever and piles
483,Astrigent,astrigent
483,alterative,alterative
483,styptic,styptic
483,vulnerary,vulnerary
483,asthma and dysentery.,asthma and dysentery
484,Astringent,astringent
484,febrifuge,febrifuge
484,antiperiodic,antiperiodic
484,appetite,appetite
484,tumours,tumours
484,herpes,herpes
484,fever and  jaundice.,fever and jaundice
485,Cooling,cooling
485,astringent and biliousness.,astringent and biliousness
486,Tonic,tonic
486,aphrodisiac,aphrodisiac
486,hypnotic,hypnotic
486,diarrhoea,diarrhoea
486,dysentery,dysentery
486,thirst,thirst
486,urinary calculi,urinary calculi
486,urinary discharges,urinary discharges
486,inflammations,inflammations
486,biliousness,biliousness
486,anaemia,anaemia
486,constipation,constipation
486,anuria,anuria
486,cough,cough
486,gleet,gleet
486,lumbago,lumbago
486,pains,pains
486,cooling,cooling
486,sedative,sedative
486,uterus,uterus
486,constipating,constipating
486,gonorrhea,gonorrhea
486,spermatorrhoea,spermatorrhoea
486,c,c
487,Cleaning,cleaning
487,healing,healing
487,antiseptic,antiseptic
487,poultice,poultice
487,ulcers and pain.,ulcers and pain
488,Leprosy,leprosy
488,cancer and febrifuge.,cancer and febrifuge
489,Tonic,tonic
489,demulcent,demulcent
489,diuretic,diuretic
489,strangury,strangury
489,pain,pain
489,dysentery,dysentery
489,vomiting,vomiting
489,asthma and cough.,asthma and cough
490,Jundice,jundice
490,pain,pain
490,And diarrhoea.,and diarrhoea
491,Wounds and sores.,wounds and sores
492,Aromatic,aromatic
492,stimulant and influenza.,stimulant and influenza
493,Stomachic,stomachic
493,astringent,astringent
493,febrifuge,febrifuge
493,anthelmintic,anthelmintic
493,dysentery,dysentery
493,diarrhoea,diarrhoea
493,fevers,fevers
493,piles,piles
493,leprosy,leprosy
493,skin diseases,skin diseases
493,bronchitis,bronchitis
493,lumbago,lumbago
493,boils,boils
493,ulcers,ulcers
493,anthelmintic,anthelmintic
493,biliousness,biliousness
493,diarrhoea,diarrhoea
493,leucoderma,leucoderma
493,carminative,carminative
493,astringent,astringent
493,tonic and febrifuge.,tonic and febrifuge
494,Rheumatism,rheumatism
494,asthma and scabies.,asthma and scabies
495,Laxative,laxative
495,resolvent,resolvent
495,ulcers,ulcers
495,wounds,wounds
495,skin disorders,skin disorders
495,laxative and hypoglycaemic .,laxative and hypoglycaemic
496,Intestinal penile irritation,intestinal penile irritation
496,sores,sores
496,urethritis,urethritis
496,gonorrhoea and inflammations.,gonorrhoea and inflammations
497,Emollient,emollient
497,diuretic,diuretic
497,sedative and refrigerant,sedative and refrigerant
497,laxative,laxative
497,antiscorbutic,antiscorbutic
497,dysentery and diarrhoea.,dysentery and diarrhoea
498,Cooling,cooling
498,astringent,astringent
498,piles,piles
498,refrigerant,refrigerant
498,emollient,emollient
498,demulcent,demulcent
498,aphrodisiac,aphrodisiac
498,emmenagogue,emmenagogue
498,dysentery,dysentery
498,piles and menorrhagia,piles and menorrhagia
499,Stimulant and emollient.,stimulant and emollient
500,Stomachic,stomachic
500,appetizer,appetizer
500,fattening,fattening
500,aphrodisiac,aphrodisiac
500,pains,pains
500,bruises,bruises
500,cures earache,cures earache
500,purgative,purgative
500,dysentery,dysentery
500,cough and biliousness.,cough and biliousness
501,Diarrhoea.,diarrhoea
502,Ulcer,ulcer
503,Sarsaparilla,sarsaparilla
503,alterative,alterative
503,tonic,tonic
503,purgative,purgative
503,demulcent,demulcent
503,diaphoretic,diaphoretic
503,diuretic,diuretic
503,antipyretic,antipyretic
503,aphrodisiac,aphrodisiac
503,antidiarrhoeal,antidiarrhoeal
503,blood purifier,blood purifier
503,appetite,appetite
503,syphilis,syphilis
503,leucoderma,leucoderma
503,itching,itching
503,rheumatism,rheumatism
503,gravel,gravel
503,urinary diseases,urinary diseases
503,leucorrhoea,leucorrhoea
503,fever,fever
503,asthma,asthma
503,bronchitis,bronchitis
504,Uciatica,uciatica
504,tonic,tonic
504,cough,cough
504,dysentery,dysentery
504,catarrh,catarrh
504,phthisis,phthisis
504,hemorrhage,hemorrhage
504,impotency and jaundice.,impotency and jaundice
505,Astringent,astringent
505,emollient,emollient
505,vulnerary,vulnerary
505,diuretic,diuretic
505,ulcers,ulcers
505,sores,sores
505,wounds,wounds
505,gum boils,gum boils
505,skin disease,skin disease
505,rheumatism,rheumatism
505,ringworm,ringworm
505,eye disease,eye disease
505,fevers,fevers
505,urticaria,urticaria
505,aphrodisiac,aphrodisiac
505,coughs,coughs
505,fevers,fevers
505,stomachic and emmenagogue.,stomachic and emmenagogue
506,Eczema,eczema
506,skin diseases,skin diseases
506,demulcent,demulcent
506,astringent,astringent
506,bowels,bowels
506,flatulence,flatulence
506,dysentery,dysentery
506,worms,worms
506,dysentery,dysentery
506,diarrhoea,diarrhoea
506,biliousness,biliousness
506,cough,cough
506,asthma,asthma
506,diabetes,diabetes
506,stomach,stomach
506,expectorant,expectorant
506,demulcent,demulcent
506,astringent,astringent
506,antigalactagogue,antigalactagogue
506,griping and scabies.,griping and scabies
507,Emetic,emetic
507,lumber pain,lumber pain
507,malaria,malaria
507,tonic,tonic
507,emmenagogue,emmenagogue
507,anthelmintic,anthelmintic
507,antiperiodic,antiperiodic
507,cures anaemia,cures anaemia
507,skin diseases,skin diseases
507,itching,itching
507,ulcers,ulcers
507,leprosy,leprosy
507,fever with regor,fever with regor
507,asthma,asthma
507,bronchitis,bronchitis
507,cough and colds.,cough and colds
508,Boils,boils
508,stomach pain and diuretic.,stomach pain and diuretic
509,Biliousness,biliousness
509,fever,fever
509,gonorrhea and cancer.,gonorrhea and cancer
510,Febrifuge,febrifuge
510,stomachic,stomachic
510,anthelmintic,anthelmintic
510,jaundice,jaundice
510,liver complaints,liver complaints
510,fever,fever
510,gastric,gastric
510,nervous and pain.,nervous and pain
511,Fever and  anthelmintic.,fever and anthelmintic
512,menstrual cycle,menstrual cycle
513,Anthemintic,anthemintic
513,bronchitis,bronchitis
513,ulcers,ulcers
513,skin diseases,skin diseases
513,tumours,tumours
513,inflammations,inflammations
513,leprosy,leprosy
513,diabetes,diabetes
513,gonorrhoea,gonorrhoea
513,fever,fever
513,piles,piles
513,skin diseases and rheumatism.,skin diseases and rheumatism
514,Body-ache and limb.,body-ache and limb
515,Astringent,astringent
515,cooling,cooling
515,stomachic,stomachic
515,aphrodisiac,aphrodisiac
515,diarrhea,diarrhea
515,fevers,fevers
515,tonic,tonic
515,aphrodisiac,aphrodisiac
515,allays thirst,allays thirst
515,burning sensation,burning sensation
515,inflammations,inflammations
515,fevers,fevers
515,strangury,strangury
515,gleet and gonorrhea.,gleet and gonorrhea
516,Cough,cough
516,emollient,emollient
516,enema and  leprosy.,enema and leprosy
517,Indigestion,indigestion
517,eczema,eczema
517,itch,itch
517,small-pox,small-pox
517,fever,fever
517,dysentery,dysentery
517,turmeric and jaundice.,turmeric and jaundice
518,Antipyretic,antipyretic
518,stomachic,stomachic
518,antispasmodic,antispasmodic
518,deobstruent,deobstruent
518,menses,menses
518,hysteria,hysteria
518,cough,cough
518,diuretic,diuretic
518,anthelmintic,anthelmintic
518,emmenagogue,emmenagogue
518,galactagogue,galactagogue
518,astringent,astringent
518,stimulant,stimulant
518,paralysis,paralysis
518,rheumatism,rheumatism
518,piles and pain.,piles and pain
519,Abortifacient,abortifacient
519,demulcent,demulcent
519,laxative,laxative
519,expectorant,expectorant
519,aphrodisiac,aphrodisiac
519,emmenagogue,emmenagogue
519,galactagogue,galactagogue
519,dysmenorrhoea,dysmenorrhoea
519,menstruation,menstruation
519,stimulates,stimulates
519,menstruation and menstrual.,menstruation and menstrual
520,Oliguria,oliguria
520,hypertension,hypertension
520,cough and diabetes.,cough and diabetes
521,Antiperiodic.,antiperiodic
522,Astringent,astringent
522,vulnerary and gout.,vulnerary and gout
523,Cough,cough
523,rheumatism,rheumatism
523,anaemia,anaemia
523,jaundice,jaundice
523,ascaris,ascaris
523,eczema,eczema
523,skin affections and fever.,skin affections and fever
524,Gonorrhoea,gonorrhoea
524,cough,cough
524,astringent,astringent
524,leprosy,leprosy
524,diuretic,diuretic
524,tonic,tonic
524,aphrodisiac,aphrodisiac
524,alterative,alterative
524,astringent,astringent
524,bowels,bowels
524,anaemia,anaemia
524,leprosy,leprosy
524,ulcer,ulcer
524,consumption,consumption
524,strangury and vaginal discharges.,strangury and vaginal discharges
525,Tonic,tonic
525,stomachic,stomachic
525,anthelmintic,anthelmintic
525,gastrointestinal,gastrointestinal
525,vomiting,vomiting
525,neuralgia,neuralgia
525,pains,pains
525,abortifacient,abortifacient
525,colic,colic
525,chronic ulcers and piles.,chronic ulcers and piles
526,Depressant,depressant
526,antivirus,antivirus
526,hypotensive and hypoglycaemic.,hypotensive and hypoglycaemic
527,Stomachic,stomachic
527,aperients,aperients
527,antiseptic,antiseptic
527,skin diseases depressant and diuretic.,skin diseases depressant and diuretic
528,Astringent,astringent
528,asthma,asthma
528,diarrhoea and pulmonary affections.,diarrhoea and pulmonary affections
529,Stimulant,stimulant
529,astringent,astringent
529,constipation,constipation
529,vomiting,vomiting
529,pains,pains
529,bronchitis and destroy maggots wounds.,bronchitis and destroy maggots wounds
530,Antispasmodic,antispasmodic
530,antiperiodic,antiperiodic
530,cathartic and anthemintic,cathartic and anthemintic
530,dyspepsia,dyspepsia
530,nervous disorders and hysteria.,nervous disorders and hysteria
531,Rheumatic pain and bronchitis.,rheumatic pain and bronchitis
532,Cathartic and anthelminitic.,cathartic and anthelminitic
533,Anthelmintic,anthelmintic
533,cardiotonic,cardiotonic
533,tonic,tonic
533,alexipharmic and biliousness.,alexipharmic and biliousness
534,Astringent,astringent
534,headache,headache
534,dysentery,dysentery
534,cathartic,cathartic
534,nausea and vomiting.,nausea and vomiting
535,Carminative,carminative
535,diuretic,diuretic
535,laxative,laxative
535,appetizer,appetizer
535,stomachic,stomachic
535,anthelmintic,anthelmintic
535,fever,fever
535,thirst,thirst
535,dysentery and flatulence,dysentery and flatulence
535,kidney,kidney
535,amenorrhoea,amenorrhoea
535,cough and asthma.,cough and asthma
536,Sore eyes and fractured bones.,sore eyes and fractured bones
537,Epilepsy,epilepsy
537,hysteria,hysteria
537,fever,fever
537,vermifuge,vermifuge
537,menstruation and rheumatic fever.,menstruation and rheumatic fever
538,Asthma and menstrual irregularities.,asthma and menstrual irregularities
539,Stomachic,stomachic
539,digestive,digestive
539,allay thirst,allay thirst
539,biliousness,biliousness
539,fevers,fevers
539,nausea,nausea
539,diaphoretic,diaphoretic
539,astringent,astringent
539,stomachic,stomachic
539,diarrhoea,diarrhoea
539,piles,piles
539,bleeding gums,bleeding gums
539,toothache and stomatitis.,toothache and stomatitis
540,Appetizing,appetizing
540,digestive,digestive
540,stomachic,stomachic
540,diuretic,diuretic
540,jaundice,jaundice
540,enlarged spleen.,enlarged spleen
540,astringent,astringent
540,diuretic,diuretic
540,eczema and cholera.,eczema and cholera
541,Sores,sores
541,cholera and jaundice.,cholera and jaundice
542,Leprosy,leprosy
542,bladder complaints and visceral obstructions.,bladder complaints and visceral obstructions
543,Digestive,digestive
543,laxative,laxative
543,aphrodisiac,aphrodisiac
543,vomiting,vomiting
543,asthma,asthma
543,cooling,cooling
543,alexipharmac,alexipharmac
543,thirst,thirst
543,biliousness,biliousness
543,alterative,alterative
543,laxative,laxative
543,refrigerant,refrigerant
543,urinary discharges,urinary discharges
543,purgative,purgative
543,skin diseases,skin diseases
543,astringent,astringent
543,scabies,scabies
543,ulcers,ulcers
543,gonorrhea,gonorrhea
543,gout,gout
543,aphrodisiac,aphrodisiac
543,stomatitis,stomatitis
543,lumbag,lumbag
544,Astringent,astringent
544,stomachic,stomachic
544,carminative,carminative
544,menorrhagia,menorrhagia
544,haemoptysis,haemoptysis
544,bronchitis,bronchitis
544,dry cough,dry cough
544,kidney disease,kidney disease
544,spleen,spleen
544,bowels,bowels
544,tonic,tonic
544,styptic,styptic
544,allays thirst,allays thirst
544,leucorrhoea,leucorrhoea
544,acrid,acrid
544,cooling,cooling
544,biliousness,biliousness
544,fatigue,fatigue
544,urinary discharges,urinary discharges
544,thirst,thirst
544,leprosy,leprosy
544,menorrhagia,menorrhagia
544,pain,pain
545,Cooling,cooling
545,bowels and antidysenteric,bowels and antidysenteric
545,ulcers,ulcers
545,biliousness,biliousness
545,psoriasis,psoriasis
545,anaemia,anaemia
545,piles,piles
545,jaundice,jaundice
545,haemorrhage,haemorrhage
545,purgative,purgative
545,emetic,emetic
545,lactagogue and tonic.,lactagogue and tonic
546,Ulcers.,ulcers
547,Aphrodisiac,aphrodisiac
547,tonic,tonic
547,vulnerary,vulnerary
547,maturant,maturant
547,toothache,toothache
547,dysentery,dysentery
547,diarrhoea,diarrhoea
547,piles,piles
547,diabetes,diabetes
547,pains,pains
547,lumbago,lumbago
547,biliousness,biliousness
547,styptic and aphrodisiac.,styptic and aphrodisiac
548,Refrigerant,refrigerant
548,stomachic,stomachic
548,stimulant,stimulant
548,astringent,astringent
548,aphrodisiac,aphrodisiac
548,diuretic,diuretic
548,cardiotonic,cardiotonic
548,tonic,tonic
548,cough,cough
548,hiccup,hiccup
548,dysentery,dysentery
548,asthma,asthma
548,consumption,consumption
548,tumours,tumours
548,ophthalmia,ophthalmia
548,leucorrhoea,leucorrhoea
548,stomatitis,stomatitis
548,astringent,astringent
548,diarrhea and heart diseases.,diarrhea and heart diseases
549,Purgative,purgative
549,emetic,emetic
549,insanity and hydrophobia.,insanity and hydrophobia
550,Acrid,acrid
550,ulcers,ulcers
550,leprous sores,leprous sores
550,aphrodisiac,aphrodisiac
550,purgative,purgative
550,emetic,emetic
550,rheumatism,rheumatism
550,leprosy,leprosy
550,paralysis,paralysis
550,and ulcers.,and ulcers
551,Tonic,tonic
551,astringent,astringent
551,deobstruent,deobstruent
551,aphrodisiac,aphrodisiac
551,dysmenorrhoea and rheumatism.,dysmenorrhoea and rheumatism
552,Stomachic and diarrhea.,stomachic and diarrhea
553,Purgative,purgative
553,carminative,carminative
553,gonorrhoea,gonorrhoea
553,cough,cough
553,asthma,asthma
553,dropsy,dropsy
553,leprosy,leprosy
553,enlarged spleen,enlarged spleen
553,dyspepsia,dyspepsia
553,jaundice,jaundice
553,colic,colic
553,tumours,tumours
553,stone in the bladder,stone in the bladder
553,vesicant,vesicant
553,rubefacient,rubefacient
553,warts,warts
553,rheumatism,rheumatism
553,neuralgia,neuralgia
553,toothache,toothache
553,purgative,purgative
553,irritant and emetic.,irritant and emetic
554,Vulnerary,vulnerary
554,galactagogue,galactagogue
554,ophthalmia,ophthalmia
554,ardor,ardor
554,sores,sores
554,atrophy,atrophy
554,dysentery,dysentery
554,pain,pain
554,asthma,asthma
554,ringworm,ringworm
554,diarrhea,diarrhea
554,dysentery,dysentery
554,dysentery,dysentery
554,astringent,astringent
554,stimulant,stimulant
554,anthelmintic,anthelmintic
554,laxative and amenorrhoea.,laxative and amenorrhoea
555,Astringent,astringent
555,haemostatic,haemostatic
555,abscesses,abscesses
555,inflamed glands,inflamed glands
555,ulcers,ulcers
555,oedemas,oedemas
555,phlegmons,phlegmons
555,worms,worms
555,bowel,bowel
555,cough,cough
555,tonic,tonic
555,narcotic,narcotic
555,antiasthmatic,antiasthmatic
555,febrifuge,febrifuge
555,dysentery,dysentery
555,diarrhea,diarrhea
555,colic,colic
555,amoebiasis,amoebiasis
555,asthma and bronchial.,asthma and bronchial
556,Purgative,purgative
556,rheumatism,rheumatism
556,toothache,toothache
556,nervine diseases,nervine diseases
556,dropsy,dropsy
556,whitlow,whitlow
556,deafness,deafness
556,amaurosis,amaurosis
556,warts and dysentery .,warts and dysentery
557,Stimulant,stimulant
557,tonic,tonic
557,laxative,laxative
557,emetic,emetic
557,diaphoretic,diaphoretic
557,antiseptic,antiseptic
557,haemostatic,haemostatic
557,haemorrhage and ulcers.,haemorrhage and ulcers
558,Bronchitis,bronchitis
558,infusions,infusions
558,decoctions,decoctions
558,colds,colds
558,influenza,influenza
558,fever,fever
558,dysentery,dysentery
558,cough and diabetes.,cough and diabetes
559,Aphrodisiac,aphrodisiac
559,astringent,astringent
559,tonic,tonic
559,stomachic,stomachic
559,appetizer,appetizer
559,alterative,alterative
559,stomatitis,stomatitis
559,cough and paralytic affection.,cough and paralytic affection
560,Sore throat.,sore throat
561,Stomachic,stomachic
561,anthelmintic,anthelmintic
561,laxative,laxative
561,diuretic,diuretic
561,gatactagogue,gatactagogue
561,emmenagogue,emmenagogue
561,venereal buboes,venereal buboes
561,pain,pain
561,inflammations,inflammations
561,earache,earache
561,toothache,toothache
561,astringent,astringent
561,febrifuge anti-bilious,febrifuge anti-bilious
561,anthelmintic,anthelmintic
561,dysentery and ophthalmia.,dysentery and ophthalmia
562,Cooling,cooling
562,gonorrhoea and bone fracture.,gonorrhoea and bone fracture
563,Emetic,emetic
563,febrifuge,febrifuge
563,alexiteric,alexiteric
563,narcotic,narcotic
563,antiperiodic,antiperiodic
563,anthelmintic,anthelmintic
563,pains,pains
563,purgative,purgative
563,febrifuge,febrifuge
563,astringent,astringent
563,pain and diarrhoea.,pain and diarrhoea
564,Pain,pain
564,fever,fever
564,dysentery,dysentery
564,skin eruptions,skin eruptions
564,heart troubles,heart troubles
564,burning,burning
564,itching,itching
564,vomiting,vomiting
564,asthma,asthma
564,intestinal worms,intestinal worms
564,ulcers,ulcers
564,piles,piles
564,urine complaints,urine complaints
564,itch,itch
564,sores,sores
564,sinuses,sinuses
564,stomachic,stomachic
564,diuretic,diuretic
564,emmenagogue,emmenagogue
564,antipyretic,antipyretic
564,tonic,tonic
564,expectorant,expectorant
564,alexiteric,alexiteric
564,inflammati,inflammati
565,blood purifier,blood purifier
565,diuretic,diuretic
565,used,used
565,diuretic,diuretic
565,blood purifier,blood purifier
565,boils,boils
565,buboes,buboes
565,jaundice,jaundice
565,sores,sores
565,wounds,wounds
