scientific_name,synonym,family,source_page_url,scrape_timestamp
Impatiens BALSAMINA L.,Balsamina angustifolia Blume Balsamina cornuta (L.) DC. Balsamina odorata Buch.-Ham. ex D.Don Impatiens cornuta L.,Balsaminaceae,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
Ichnocarpus FRUTESCENS (L.) R. Br.,Apocynum frutescens L. Beluttakaka malabarica (Lam.) Kuntze Echites frutescens (L.) Roxb. Gardenia volubilis Lour. Ichnocarpus leptodictyus F.Muell.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
Hyptis SUAVEOLENS (L.) Poit.,Ballota suaveolens L. Gnoteris cordata Raf. Hyptis graveolens Schrank Marrubium indicum Blanco Mesosphaerum suaveolens (L.) Kuntze,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
Hypericum JAPONICUM Thunb.,Ascyrum humifusum Labill. Brathys japonica (Thunb.) Wight Hypericum chinense Osbeck Sarothra japonica (Thunb.) Y. Kimura,Hypericaceae,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
Hymenodictyon ORIXENSIS (Roxb.) Mabberly,Hymenodictyon excelsum (Roxb.)Wall. Benteca rheedei Roem. & Schult. Cinchona orixensis Roxb. Exostema philippicum Schult. Hymenodictyon thyrsiflorum Wall.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
Hygroryza ARISTATA (Retz.) Nees.,Leersia aristata (Retz.) Roxb. Pharus aristatus Retz. Potamochloa retzii (Spreng.) Griff. Zizania aristata (Retz.) Kunth,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
Hygrophila AURICULATA (Schum.) Heyne.,Asteracantha longifolia (L.) Nees. Asteracantha auriculata Nees Barleria glabrata Vahl ex Nees Hygrophila spinosa T.Anderson Barleria longifolia L.,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
Hydrolea ZEYLANICA Vahl.,Beloanthera oppositifolia Hassk. Hydrolea arayatensis Blanco Hydrolea javanica Blume Nama zeylanica L. Steris javanica L.,Hydrophyllaceae,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
Hydnocarpus KURZII (King.) Warb.,Taraktogenos kurzii king,Flacourtiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Hybanthus ENNEASPERMUS (L.) F. Muell.,Ionidium suffruticosum (L.) R. & S. Calceolaria enneasperma (L.) Kuntze Hybanthus heterophyllus (Vent.) Baill. Ionidium enneaspermum (L.) Vent. Viola suffruticosa L.,Violaceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Hoya PARASITICA Wall.,-,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Hopea ODORATA Roxb.,Hopea vasta Wall. Hopea wightiana Miq. ex Dyer.,Dipterocarpaceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Homalomena aromatica (Spreng.) Schott.,Calla aromatica (Spreng.) Roxb. Zantedeschia aromatica Spreng. Zantedeschia foetida K.Koch,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Holarrhena PUBESCENCE (Buch.-Ham.) Wall.,Chonemorpha pubescens (Wall.) G.Don Echites antidysentericus Roth Holarrhena antidysenterica (Roth) Wall. ex A.DC. Nerium sinense Hunter ex Ridl.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Hiptage BENGHALENSIS (L.) Kurz.,Hiptage madaablata Gertn. Gaertnera obtusifolia Roxb. Hiptage benghalensis var. benghalensis Hiptage javanica Blume Hiptage parvifolia Wight & Arn.,Malphigiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Hibiscus TILLIACEUS L.,Hibiscus circinnatus Willd. Hibiscus porophyllus Vell. Pariti tiliaceum (L.) A. St.-Hil. Pariti boninense (Nakai) Nakai,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Hibiscus SURATTENSIS L.,Furcaria surattensis Kostel. Hibiscus aculeatus G. Don Hibiscus surattensis var. villosus Hochr.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Hibiscus SABDARIFFA L.,Abelmoschus cruentus (Bertol.) Walp. Furcaria sabdariffa Ulbr. Hibiscus fraternus L. Sabdariffa rubra Kostel.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
Hibiscus ROSA-SINENSIS L.,Hibiscus boryanus DC. Hibiscus festalis Salisb. Hibiscus storckii Seem.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Hibiscus MUTABILIS L.,Abelmoschus mutabilis (L.) Wall. ex Hassk. Abelmoschus venustus Walp. Hibiscus immutabilis Dehnh. ex Walp. Hibiscus sinensis Mill. Ketmia mutabilis (L.) Moench.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Hibiscus CANABINUS L.,Abelmoschus verrucosus Walp. Furcaria cannabina Ulbr. Hibiscus malangensis Baker f. Hibiscus vanderystii De Wild.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Schefflera hypoleuca (Kurz) Harms.,Heptapleurum hypoleucum Kurz.,Araliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Hemigraphis HIRTA (Vahl.) And.,Ruellia hirta Vahl.,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Hemidesmus INDICUS (L.) R. Br.,Periploca indica L.,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Helminthostachys ZEYLANICA L.,Ophiala zeylanica (L.) Desv.,Helminthostachyaceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Heliotropium INDICUM L.,Eliopia serrata Raf. Heliophytum indicum (L.) DC. Heliotropium cordifolium Moench Tiaridium indicum (L.) Lehm.,Boraginaceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Helicteres ISORA L.,Helicteres grewiaefolia DC. Helicteres roxburghii G. Don Isora grewiaefolia (DC.) Schott & Endl. Ixora versicolor Hassk.,Sterculiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Helianthus ANNUS L.,Helianthus aridus Rydb. Helianthus indicus L. Helianthus macrocarpus DC. & A.DC. Helianthus multiflorus Hook. Helianthus ovatus Lehm.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
Hedyotis SCANDENS Roxb.,Hedyotis polycarpa R.Br. ex G.Don Hedyotis subscandens Griff. Oldenlandia scandens (Roxb.) Kuntze Petesia hita Buch.-Ham. ex D.Don,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Oldenlandia diffusa (Willd.) Roxb.,Hedyotis diffusa Willd. Oldenlandia pauciflora Roxb. ex Wight & Arn. Hedyotis diffusa var. extensa (Hook.f.) R.Dutta,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Oldenlandia corymbosa L.,Hedyotis corymbosa (L.) Link Hedyotis depressa (Willd.) Roem. & Schult. Hedyotis graminicola Kurz Oldenlandia alsinifolia G.Don Oldenlandia capillaris DC. Oldenlandia ramosa Roxb.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Hedychium CORONARIUM Koenig,Amomum filiforme Hunter ex Ridl. Gandasulium coronarium (J.Koenig) Kuntze Hedychium chrysoleucum Hook. Hedychium prophetae Buch.-Ham. ex Wall.,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Peristylus constrictus (Lindl.) Lindl.,Habenaria constricta Hook. f. Habenaria cylindrocalyx Gagnep. Herminium constrictum Lindl. Orchis leucantha Ham. ex Hook.f.,Orchidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Gynocardia ORORATA R. Br.,Chaulmoogra odorata Roxb. Chilmoria dodecandra Buch.-Ham. Gynocardia antisyphilitica Pierre ex Tschirch Gynocardia prainii Desprez,Flacourtiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Gymnopetalum chinense (Lour.) Merr.,Gymnopetalum cochinchinense (Lour.) Kurz. Bryonia cochinchinensis Lour. Cucumis tubiflorus Roxb. ex Wight & Arn. Euonymus chinensis Lour. Momordica tubiflora Roxb.,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Grewia asiatica L.,Grewia subinaequalis DC. Grewia hainesiana Hole,Tiliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Grewia SCLEROPHYLLA Roxb. ex Don.,Grewia obliqua Roxb. Grewia rugosa G.Don Grewia scabrophylla Roxb.,Tiliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Grewia nervosa (Lour.) Panigrahi.,Grewia microcos L. Arsis rugosa Lour. Fallopia nervosa Lour. Grewia affinis Lindl. Grewia ulmifolia Roxb.,Tiliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
Grangea MADERESPATANA (L.) Poir.,Grangea hispida Humbert Grangea adansonii Cass. Cotula maderaspatana (L.) Willd. Artemisia maderaspatana L. Tanacetum aegyptiacum Juss. ex Jacq.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Gossypium HERBACIUM L.,Gossypium albescens Raf. Gossypium chinense Fisch. & Otto ex Steud. Gossypium croceum Buch.-Ham. Gossypium paniculatum Blanco Gossypium purpureum Raf.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Gomphrena GLOBOSA L.,Amaranthoides globosa (L.) M.Gómez Gomphrena rubra Moq. Gomphrena tumida Seidl ex Opiz Xeraea globosa (L.) Kuntze,Amaranthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Gnetum MONTANUM Markgraf,Gnetum scandens Roxb. Gnetum montanum f. parvifolium (Warb.) Markgr.,Gnetaceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Laphangium luteoalbum (L.) Tzvelev.,Gnaphalium luteoalbum L. Chrysocoma villosa Lour. Dasyanthus conglobatus (Lam.) Bubani Filaginella luteoalba (L.) Opiz,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Glycosmis PENTAPHYLLA (Retz.) A. DC.,Glycosmis arborea (Roxb.) DC. Limonia pentaphylla Retz. Bursera nitida Fern.-Vill.,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Gmelina ARBOREA L.,-,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Gloriosa SUPERBA L.,Clinostylis speciosa Hochst. Eugone superba (L.) Salisb. Gloriosa angulata Schumach. Gloriosa nepalensis G.Don Methonica grandiflora Hook.,Liliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Glochidion LANCEOLARIUM (Roxb.) Dalz.,Glochidion macrophyllum Benth. Diasperus lanceolarius (Roxb.) Kuntze Glochisandra acuminata Wight Phyllanthus fraxinifolius Lodd. Glochisandra acuminata Wight,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Glinus OPPOSITIFOLIUS (L.) A. DC.,Mollugo spergula L. Mollugo oppositifolia L. Glinus denticulatus (Guill. & Perr.) Fenzl Glinus spergula (L.) Steud. Glinus mollugo Fenzl,Molluginaceae,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
Garuga PINNATA Roxb.,Garuga pharhad Buch.-Ham. Garuga pinnata var. obtusa Engl. Guaiacum abilo Blanco,Burseraceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Gardenia RESINIFERA Roth.,Gardenia lucida Roxb. Genipa resinifera (Roth) Baill.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Gardenia JASMINOIDES Ellis.,Gardenia angustifolia Lodd. Gardenia grandiflora Lour. Gardenia radicans Thunb. Gardenia pictorum Hassk. Gardenia maruba Siebold ex Blume Gardenia longisepala (Masam.) Masam.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Gardenia CORONARIA Ham.,Gardenia costata Roxb. Yangapa flava Raf.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Ceriscoides campanulata (Roxb.) Tirveng,Gardenia campanulata Roxb Gardenia blumeana DC. Genipa campanulata (Roxb.) Baill.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Garcinia XANTHOCHYMUS Hook. f.,Garcinia pictoria (Roxb.) Engl. Garcinia tinctoria (DC.) W.Wight Xanthochymus pictorius Roxb. Xanthochymus tinctorius DC.,Clusiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Garcinia COWA Roxb.,Cambogia crassifolia Blanco Garcinia cornea Roxb. ex Sm. Garcinia roxburghii Wight Oxycarpus gangetica Buch.-Ham.,Clusiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Foeniculum VULGARE Mill.,Foeniculum officinale All. Foeniculum giganteum Lojac. Foeniculum divaricatum Griseb. Ligusticum foeniculum (L.) Roth Anethum foeniculum L.,Apiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Floscopa SCANDENS Lour.,Floscopa paniculata (Roxb.) Hassk. Dithyrocarpus rufus (C.Presl) Kunth Commelina hispida Ham. ex Spreng. Aneilema densiflorum (Blume) Kunth,Commelinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Flemingia STROBILIFERA R.Br.,Flemingia bracteata (Roxb.) Wight Flemingia fruticulosa Benth. Hedysarum strobiliferum L. Moghania strobilifera (L.) Kuntze Zornia strobilifera (L.) Pers.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
Flemingia MACROPHYLLA (Willd.) O.Ktze. ex Merr.,Crotalaria macrophylla Willd. Flemingia angustifolia Roxb. Moghania latifolia (Benth.) Mukerjee Rhynchosia crotalarioides DC.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Flacourtia JANGOMAS (Lour.) Raeus.,Flacourtia cataphracta Roxb. ex Willd. Stigmarota jangomas Lour.,Flacourtiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Flacourtia INDICA (Burm.f.) Merr.,Flacourtia ramonchi L’ Heritt. Flacourtia elliptica (Tul.) Warb. Flacourtia heterophylla Turcz. Flacourtia sapida Roxb. Gmelina indica Burm.f.,Flacourtiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Firmiana COLORATA R. Br.,Erythropsis colorata (Roxb.) Burkill Firmiana rubriflora Kosterm. Karaka colorata (Roxb.) Raf. Sterculia colorata Roxb.,Sterculiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Ficus SEMICORDATA Buch.-Ham. ex Smith.,Covellia cunia (B.Ham. ex Roxb.) Miq Covellia inaequiloba Miq. Ficus cunia Buch.-Ham. ex Roxb. Ficus hapalophylla Kurz,Moraceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Ficus RELIGIOSA L.,Ficus caudata Stokes Ficus peepul Griff. Ficus superstitiosa Link Urostigma religiosum (L.) Gasp.,Moraceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Ficus RACEMOSA L.,Covellia glomerata (Roxb.) Miq. Ficus chittagonga Miq. Ficus glomerata Roxb. Ficus lucescens Blume,Moraceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Ficus HISPIDA L. f.,Covellia hispida (L.f.) Miq. Ficus fecunda Blume Ficus oppositifolia Willd. Gonosuke scaber Raf.,Moraceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Ficus BENJAMINA L. var. comosa (Roxb.) Kurz.,Ficus comosa Roxb. Ficus nuda (Miq.) Miq. Ficus reclinata Desf. Urostigma nudum Ms.,Moraceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Ficus BENGHALENSIS L.,Ficus banyana Oken Ficus cotoneifolia Vahl Ficus procera Salisb. Urostigma benghalense (L.) Gasp.,Moraceae,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
Feronia LIMONIA (L.) Sw.,F. elephantum Corr.,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Shirakiopsis indica (Willd.) Esser,Excoecaria indica (Willd.) Müll.Arg. Sapium hurmais Buch.-Ham. Shirakia indica (Willd.) Hurus. Stillingia indica (Willd.) Oken,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Excoecaria AGALLOCHA L.,Commia cochinchinensis Lour. Excoecaria affinis Endl. Excoecaria camettia Willd. Stillingia agallocha (L.) Baill.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Euryale FEROX Salisb.,Anneslea spinosa Andrews Euryale indica Planch.,Nymphaeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Eurya ACUMINATA DC.,Eurya angustifolia (Blume) Walp. Eurya blumeana Korth. Eurya hirsutula Miq. Geeria serrata Blume,Theaceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Euphorbia TIRUCALLI L.,Euphorbia laro Drake Euphorbia scoparia N.E.Br. Tirucalia indica Raf. Tirucalia tirucalli (L.) P.V.Heath,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Euphorbia THYMIFOLIA Burm. f.,Aplarina microphylla (Lam.) Raf. Chamaesyce thymifolia (L.) Millsp. Euphorbia microphylla Lam. Euphorbia rubicunda Blume,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Euphorbia HIRTA L.,Chamaesyce hirta (L.) Millsp. Desmonema hirta (L.) Raf. Euphorbia capitata Lam. Euphorbia gemella Lag.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Euphorbia ANTIQUORUM L.,Euphorbia antiquorum var. polygona Wight Euphorbia mayuranathanii Croizat Tithymalus antiquorus (L.) Moench,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Ayapana triplinervis (Vahl) R.M.King & H.Rob.,Eupatorium luzoniense Llanos Eupatorium triplinerve Vahl Eupatorium triplinerve Blume,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=56,2026-09-22T16:27:38.921241+00:00
Eupatorium ODORATUM L.,-,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Graphorchis campestris (Wall.) Kuntze,Eulophia campestris Wall.,Orchidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Etlingera LINGUIFORMIS (Roxb.) R.M. Smith,Alpinia linguiformis Roxb. Amomum linguiforme (Roxb.) Baker Cardamomum linguiforme (Roxb.) Kuntze Elettaria linguiformis (Roxb.) Schult. Hornstedtia linguiformis (Roxb.) K.Schum.,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Erythrina VARIEGATA L. var. orientalis (L.) Merr.,Chirocalyx indicus Walp. Erythrina picta L. Gelala alba Rumphius Tetradapa javanorum Osbeck,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Hippochaete debilis (Roxb. ex Vaucher) Ching.,Equisetum debile Roxb. ex Vaucher Hippochaete debilis (Roxb. ex Vaucher) Holub,Equisetaceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Entada rheedii Spreng.,Acacia scandens Auct. Non Willd. Adenanthera gogo Blanco Entada pursaetha DC. Mimosa entada L.,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Cissampelos PAREIRA L. Var. hirsuta (Buch. ex Dc.) Forman,Cissampelos hirsuta Buch.-Ham.ex DC. Cissampelos auriculata Miers Cissampelos reticulata Borhidi Cissampelos tomentosa Dc. Cyclea madagascariensis Baill.,Menispermaceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Cissus ADNATA Roxb.,Cissus vitiginea sensu Roxb. Vitis pellida Weight & Arn. Cissus latifolia Vahl Cissus simplex Blanco Vitis adnata (Roxb.) Wall. Vitis simplex (Blanco) Burkill,Vitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Enhydra FLUCTUANS Lour.,Enydra fluctuansLour.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Emilia SONCHIFOLIA DC. ex DC.,Cacalia sonchifolia Hort ex L. Emilia javanica (Burm.f.) C.B.Rob. Gynura ecalyculata DC. Senecio sonchifolius (L.) Moench,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=57,2026-09-22T16:27:40.449393+00:00
Embelia RIBES Burm. f.,Antidesma grossularia Raeusch. Ardisia tenuiflora Blume Calispermum scandens Lam. Embelia indica J.F.Gmel. Ribesiodes ribes (Burm. f.) Kuntze Samara ribes (Burm. f.) Benth. & Hook. f. ex Kurz,Myrsinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=58,2026-09-22T16:27:42.001539+00:00
Elsholtzia stachyodes (Link) Raizada & H.O.Saxena,Aphanochilus paniculatus Benth. Elsholtzia incisa Benth. Hyptis stachyodes Link Mentha blanda DC. Nepeta imobus Buch.-Ham. ex D.Don Perilla leptostachya D.Don,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=58,2026-09-22T16:27:42.001539+00:00
Eleusine INDICA (L.) Gaertn.,Agropyron geminatum Schult. & Schult.f. Cynodon indicus (L.) Raspail Eleusine japonica Steud. Juncus loureiroana Schult. & Schult.f. Leptochloa pectinata (Lam.) Kunth Triticum geminatum Spreng.,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=58,2026-09-22T16:27:42.001539+00:00
Elephantopus SCABER L.,Elephantopus carolinensis G.Mey. Elephantopus scaber var. scaber Elephantopus sordidus Salisb. Scabiosa cochinchinensis Lour.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=58,2026-09-22T16:27:42.001539+00:00
Elaeocarpus SPHAERICUS (Gaertn.) K. Schum.,Elaeocarpus barnardii Burkill Elaeocarpus malabaricus Oken Ganitrus roxburghii Wight Ganitrus sphaerica Gaertn.,Elaeocarpaceae,https://mpbd.cu.ac.bd/plants.php?pageno=58,2026-09-22T16:27:42.001539+00:00
Elaeocarpus FLORIBUNDUS Blume.,Elaeocarpus seratus L. Elaeocarpus floribundus var. tahanensis (Hend.) NG Elaeocarpus lobbianus Turcz. Elaeocarpus pseudosepicanus O.C.Schmidt Elaeocarpus tahanensis m.R.Hend.,Elaeocarpaceae,https://mpbd.cu.ac.bd/plants.php?pageno=58,2026-09-22T16:27:42.001539+00:00
Eichhornia CRASSIPES (Mart.) Solms.,Eichhornia crassicaulis Schltr. Heteranthera formosa Miq. Piaropus mesomelas Raf. Pontederia crassipes Mart.,Pontederiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=58,2026-09-22T16:27:42.001539+00:00
Ecbolium VIRIDE (Forsk.) Alst.,Ecbolium linneanum var. rotundifolium (Nees)C.B.Clarke Ecbolium viride var. chandrasekariana Remadevi & Binojk.,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=58,2026-09-22T16:27:42.001539+00:00
Dysoxylum HAMILTONII Hiern.,Guarea alliaria Ham.,Meliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=58,2026-09-22T16:27:42.001539+00:00
Pogostemon auricularius (L.) Hassk.,Dysophylla auricularia (L.) Blume Eusteralis auricularia (L.) M.R.Almeida Mentha auricularia L. Mentha foetida Burm.f.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
Putranjiva roxburghii Wall.,Drypetes roxburghii (Wall.) Hurus. Nageia putranjiva Roxb. Putranjiva amblyocarpa Müll.Arg. Pycnosandra timorensis Blume,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
Drynaria QUERCIFOLIA (L.) J. Sm.,Polypodium quercifolium L.,Drynariaceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
Drosera BURMANII Vahl.,Drosera burmanni var. dietrichiana (Rchb.f.) Diels Drosera dietrichiana Rchb.f. Drosera indica var. dietrichiana (Rchb.f.) Diels,Droseraceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
Dodonaea VISCOSA (L.) Jacq.,Dodonaea angustifolia L. Dodonaea latifolia Salisb. Dodonaea pallida Miq. Dodonaea spatulata SM. Ptelea viscosa L.,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
